Name,Count
police,1041
australia,953
man,831
new,823
election,710
trump,709
says,709
us,678
news,560
fire,519
federal,491
court,489
donald,456
china,454
government,428
murder,427
found,419
wa,412
world,407
woman,403
day,392
death,389
first,356
water,343
home,333
charged,327
climate,319
family,318
bushfire,316
crash,310
change,300
cup,296
labor,296
dies,295
top,294
health,293
royal,287
coast,276
guilty,275
