Name,Count
police,1174
man,933
trump,873
government,744
court,618
day,605
election,592
sex,547
death,482
year,478
fire,451
years,445
melbourne,441
attack,424
sydney,424
world,411
murder,411
png,409
woman,403
queensland,393
school,384
adelaide,373
health,370
people,356
power,350
country,350
life,348
women,345
nsw,341
marriage,333
crash,330
child,327
test,324
family,322
home,314
tasmanian,314
budget,313
turnbull,307
